original_brand,original_model,brand,model,brand_changed,model_changed,prefix_cleanup_applied
MAZDA,MAZDA 2 SKYACTIV G,MAZDA,2 SKYACTIV G,False,True,True
MAZDA,MAZDA 2 SKYACTIV G,MAZDA,2 SKYACTIV G,False,True,True
MAZDA,MAZDA 2 SKYACTIV G,MAZDA,2 SKYACTIV G,False,True,True
MAZDA,MAZDA 2 SKYACTIV G,MAZDA,2 SKYACTIV G,False,True,True
MAZDA,MAZDA 2 SKYACTIV G,MAZDA,2 SKYACTIV G,False,True,True
MAZDA,MAZDA 2 SKYACTIV G,MAZDA,2 SKYACTIV G,False,True,True
MAZDA,MAZDA 2 SKYACTIV G,MAZDA,2 SKYACTIV G,False,True,True
MAZDA,MAZDA 2 SKYACTIV G,MAZDA,2 SKYACTIV G,False,True,True
MAZDA,MAZDA 2 SKYACTIV G,MAZDA,2 SKYACTIV G,False,True,True
MAZDA,MAZDA 2 SKYACTIV G,MAZDA,2 SKYACTIV G,False,True,True
MAZDA,MAZDA 3 SKYACTIV G,MAZDA,3 SKYACTIV G,False,True,True
MAZDA,MAZDA 3 SKYACTIV G,MAZDA,3 SKYACTIV G,False,True,True
MAZDA,MAZDA 3 SKYACTIV G,MAZDA,3 SKYACTIV G,False,True,True
MAZDA,MAZDA 3 SKYACTIV G,MAZDA,3 SKYACTIV G,False,True,True
MAZDA,MAZDA 3 SKYACTIV G,MAZDA,3 SKYACTIV G,False,True,True
MAZDA,MAZDA 3 SKYACTIV G,MAZDA,3 SKYACTIV G,False,True,True
MAZDA,MAZDA 3 SKYACTIV G,MAZDA,3 SKYACTIV G,False,True,True
MAZDA,MAZDA 3 SKYACTIV G,MAZDA,3 SKYACTIV G,False,True,True
MAZDA,MAZDA 3 SKYACTIV G,MAZDA,3 SKYACTIV G,False,True,True
MAZDA,MAZDA 3 SKYACTIV G,MAZDA,3 SKYACTIV G,False,True,True
MAZDA,MAZDA 3 SKYACTIV G,MAZDA,3 SKYACTIV G,False,True,True
MAZDA,MAZDA 3 SKYACTIV G,MAZDA,3 SKYACTIV G,False,True,True
MAZDA,MAZDA 3 SKYACTIV G,MAZDA,3 SKYACTIV G,False,True,True
MAZDA,MAZDA 3 SKYACTIV G,MAZDA,3 SKYACTIV G,False,True,True
MAZDA,MAZDA 3 SKYACTIV G,MAZDA,3 SKYACTIV G,False,True,True
MAZDA,MAZDA 3 SKYACTIV G,MAZDA,3 SKYACTIV G,False,True,True
MAZDA,MAZDA 3 SKYACTIV G,MAZDA,3 SKYACTIV G,False,True,True
MAZDA,MAZDA 3 SKYACTIV G,MAZDA,3 SKYACTIV G,False,True,True
MAZDA,MAZDA 3 SKYACTIV G,MAZDA,3 SKYACTIV G,False,True,True
MAZDA,MAZDA 3 SKYACTIV G,MAZDA,3 SKYACTIV G,False,True,True
MAZDA,MAZDA 3 SKYACTIV G,MAZDA,3 SKYACTIV G,False,True,True
MAZDA,MAZDA 3 SKYACTIV G,MAZDA,3 SKYACTIV G,False,True,True
MAZDA,MAZDA 3 SKYACTIV G,MAZDA,3 SKYACTIV G,False,True,True
MAZDA,MAZDA 3 SKYACTIV G,MAZDA,3 SKYACTIV G,False,True,True
MAZDA,MAZDA 3 SKYACTIV G,MAZDA,3 SKYACTIV G,False,True,True
MG,MG 5 COMFORT,MG,5 COMFORT,False,True,True
MG,MG 5 COMFORT,MG,5 COMFORT,False,True,True
MG,MG 5 COMFORT,MG,5 COMFORT,False,True,True
MG,MG 5 COMFORT,MG,5 COMFORT,False,True,True
MG,MG 5 COMFORT,MG,5 COMFORT,False,True,True
MG,MG 5 COMFORT,MG,5 COMFORT,False,True,True
MG,MG 5 COMFORT,MG,5 COMFORT,False,True,True
MG,MG 5 COMFORT,MG,5 COMFORT,False,True,True
MG,MG 5 COMFORT,MG,5 COMFORT,False,True,True
MG,MG 5 COMFORT,MG,5 COMFORT,False,True,True
MG,MG 5 COMFORT,MG,5 COMFORT,False,True,True
MG,MG 5 COMFORT,MG,5 COMFORT,False,True,True
MG,MG 5 COMFORT,MG,5 COMFORT,False,True,True
MG,MG 5 COMFORT,MG,5 COMFORT,False,True,True
MG,MG 5 COMFORT,MG,5 COMFORT,False,True,True
MG,MG 5 COMFORT,MG,5 COMFORT,False,True,True
MG,MG 5 COMFORT,MG,5 COMFORT,False,True,True
MG,MG 5 COMFORT,MG,5 COMFORT,False,True,True
MG,MG 5 COMFORT,MG,5 COMFORT,False,True,True
MG,MG 5 COMFORT,MG,5 COMFORT,False,True,True
MG,MG 5 COMFORT,MG,5 COMFORT,False,True,True
MG,MG 5 COMFORT,MG,5 COMFORT,False,True,True
MG,MG 5 COMFORT,MG,5 COMFORT,False,True,True
MG,MG 5 COMFORT,MG,5 COMFORT,False,True,True
MG,MG 5 COMFORT,MG,5 COMFORT,False,True,True
MG,MG 5 LUXURY,MG,5 LUXURY,False,True,True
MG,MG 5 LUXURY,MG,5 LUXURY,False,True,True
MG,MG 5 LUXURY,MG,5 LUXURY,False,True,True
MG,MG 5 LUXURY,MG,5 LUXURY,False,True,True
MG,MG 5 LUXURY,MG,5 LUXURY,False,True,True
MG,MG 5 LUXURY,MG,5 LUXURY,False,True,True
MG,MG 5 LUXURY,MG,5 LUXURY,False,True,True
MG,MG 5 LUXURY,MG,5 LUXURY,False,True,True
MG,MG 5 LUXURY,MG,5 LUXURY,False,True,True
MG,MG 5 LUXURY,MG,5 LUXURY,False,True,True
MG,MG 5 LUXURY,MG,5 LUXURY,False,True,True
MG,MG 5 LUXURY,MG,5 LUXURY,False,True,True
MG,MG 5 LUXURY,MG,5 LUXURY,False,True,True
MG,MG 5 LUXURY,MG,5 LUXURY,False,True,True
MG,MG 5 LUXURY,MG,5 LUXURY,False,True,True
MG,MG 5 LUXURY,MG,5 LUXURY,False,True,True
MG,MG 5 LUXURY,MG,5 LUXURY,False,True,True
MG,MG 5 LUXURY,MG,5 LUXURY,False,True,True
MG,MG 5 LUXURY,MG,5 LUXURY,False,True,True
MG,MG 5 LUXURY,MG,5 LUXURY,False,True,True
MG,MG 5 LUXURY,MG,5 LUXURY,False,True,True
MG,MG 5 LUXURY,MG,5 LUXURY,False,True,True
MG,MG 5 LUXURY,MG,5 LUXURY,False,True,True
MG,MG 5 LUXURY,MG,5 LUXURY,False,True,True
MG,MG 5 LUXURY,MG,5 LUXURY,False,True,True
MG,MG HS PHEV HIGH,MG,HS PHEV HIGH,False,True,True
MG,MG HS PHEV HIGH,MG,HS PHEV HIGH,False,True,True
MG,MG HS PHEV HIGH,MG,HS PHEV HIGH,False,True,True
MG,MG HS PHEV HIGH,MG,HS PHEV HIGH,False,True,True
MG,MG HS PHEV HIGH,MG,HS PHEV HIGH,False,True,True
MG,MG HS PHEV HIGH,MG,HS PHEV HIGH,False,True,True
MG,MG HS PHEV HIGH,MG,HS PHEV HIGH,False,True,True
MG,MG HS PHEV HIGH,MG,HS PHEV HIGH,False,True,True
MG,MG HS PHEV HIGH,MG,HS PHEV HIGH,False,True,True
MG,MG HS PHEV HIGH,MG,HS PHEV HIGH,False,True,True
MG,MG HS PHEV HIGH,MG,HS PHEV HIGH,False,True,True
MG,MG HS PHEV HIGH,MG,HS PHEV HIGH,False,True,True
MG,MG HS PHEV HIGH,MG,HS PHEV HIGH,False,True,True
MG,MG HS PHEV HIGH,MG,HS PHEV HIGH,False,True,True
MG,MG HS PHEV HIGH,MG,HS PHEV HIGH,False,True,True
MG,MG HS PHEV HIGH,MG,HS PHEV HIGH,False,True,True
MG,MG HS PHEV HIGH,MG,HS PHEV HIGH,False,True,True
MG,MG HS PHEV HIGH,MG,HS PHEV HIGH,False,True,True
MG,MG HS PHEV HIGH,MG,HS PHEV HIGH,False,True,True
MG,MG HS PHEV HIGH,MG,HS PHEV HIGH,False,True,True
MG,MG HS PHEV HIGH,MG,HS PHEV HIGH,False,True,True
MG,MG HS PHEV HIGH,MG,HS PHEV HIGH,False,True,True
MG,MG HS PHEV HIGH,MG,HS PHEV HIGH,False,True,True
MG,MG HS PHEV HIGH,MG,HS PHEV HIGH,False,True,True
MG,MG HS PHEV HIGH,MG,HS PHEV HIGH,False,True,True
MG,MG HS PHEV LUX,MG,HS PHEV LUX,False,True,True
MG,MG HS PHEV LUX,MG,HS PHEV LUX,False,True,True
MG,MG HS PHEV LUX,MG,HS PHEV LUX,False,True,True
MG,MG HS PHEV LUX,MG,HS PHEV LUX,False,True,True
MG,MG HS PHEV LUX,MG,HS PHEV LUX,False,True,True
MG,MG HS PHEV LUX,MG,HS PHEV LUX,False,True,True
MG,MG HS PHEV LUX,MG,HS PHEV LUX,False,True,True
MG,MG HS PHEV LUX,MG,HS PHEV LUX,False,True,True
MG,MG HS PHEV LUX,MG,HS PHEV LUX,False,True,True
MG,MG HS PHEV LUX,MG,HS PHEV LUX,False,True,True
MG,MG HS PHEV LUX,MG,HS PHEV LUX,False,True,True
MG,MG HS PHEV LUX,MG,HS PHEV LUX,False,True,True
MG,MG HS PHEV LUX,MG,HS PHEV LUX,False,True,True
MG,MG HS PHEV LUX,MG,HS PHEV LUX,False,True,True
MG,MG HS PHEV LUX,MG,HS PHEV LUX,False,True,True
MG,MG HS PHEV LUX,MG,HS PHEV LUX,False,True,True
MG,MG HS PHEV LUX,MG,HS PHEV LUX,False,True,True
MG,MG HS PHEV LUX,MG,HS PHEV LUX,False,True,True
MG,MG HS PHEV LUX,MG,HS PHEV LUX,False,True,True
MG,MG HS PHEV LUX,MG,HS PHEV LUX,False,True,True
MG,MG HS PHEV LUX,MG,HS PHEV LUX,False,True,True
MG,MG HS PHEV LUX,MG,HS PHEV LUX,False,True,True
MG,MG HS PHEV LUX,MG,HS PHEV LUX,False,True,True
MG,MG HS PHEV LUX,MG,HS PHEV LUX,False,True,True
MG,MG HS PHEV LUX,MG,HS PHEV LUX,False,True,True
MG,MG S5 EV,MG,S5 EV,False,True,True
MG,MG S5 EV,MG,S5 EV,False,True,True
MG,MG S5 EV,MG,S5 EV,False,True,True
MG,MG S5 EV,MG,S5 EV,False,True,True
MG,MG S5 EV,MG,S5 EV,False,True,True
MG,MG S5 EV,MG,S5 EV,False,True,True
MG,MG S5 EV,MG,S5 EV,False,True,True
MG,MG S5 EV,MG,S5 EV,False,True,True
MG,MG S5 EV,MG,S5 EV,False,True,True
MG,MG S5 EV,MG,S5 EV,False,True,True
MG,MG S5 EV,MG,S5 EV,False,True,True
MG,MG S5 EV,MG,S5 EV,False,True,True
MG,MG S5 EV,MG,S5 EV,False,True,True
MG,MG S5 EV,MG,S5 EV,False,True,True
MG,MG S5 EV,MG,S5 EV,False,True,True
MG,MG S5 EV,MG,S5 EV,False,True,True
MG,MG S5 EV,MG,S5 EV,False,True,True
MG,MG S5 EV,MG,S5 EV,False,True,True
MG,MG S5 EV,MG,S5 EV,False,True,True
MG,MG S5 EV,MG,S5 EV,False,True,True
MG,MG S5 EV,MG,S5 EV,False,True,True
MG,MG S5 EV,MG,S5 EV,False,True,True
MG,MG S5 EV,MG,S5 EV,False,True,True
MG,MG S5 EV,MG,S5 EV,False,True,True
MG,MG S5 EV,MG,S5 EV,False,True,True
MG,MG ZS MCE ESSENCE,MG,ZS MCE ESSENCE,False,True,True
MG,MG ZS MCE ESSENCE,MG,ZS MCE ESSENCE,False,True,True
MG,MG ZS MCE ESSENCE,MG,ZS MCE ESSENCE,False,True,True
MG,MG ZS MCE ESSENCE,MG,ZS MCE ESSENCE,False,True,True
MG,MG ZS MCE ESSENCE,MG,ZS MCE ESSENCE,False,True,True
MG,MG ZS MCE ESSENCE,MG,ZS MCE ESSENCE,False,True,True
MG,MG ZS MCE ESSENCE,MG,ZS MCE ESSENCE,False,True,True
MG,MG ZS MCE ESSENCE,MG,ZS MCE ESSENCE,False,True,True
MG,MG ZS MCE ESSENCE,MG,ZS MCE ESSENCE,False,True,True
MG,MG ZS MCE ESSENCE,MG,ZS MCE ESSENCE,False,True,True
MG,MG ZS MCE ESSENCE,MG,ZS MCE ESSENCE,False,True,True
MG,MG ZS MCE ESSENCE,MG,ZS MCE ESSENCE,False,True,True
MG,MG ZS MCE ESSENCE,MG,ZS MCE ESSENCE,False,True,True
MG,MG ZS MCE ESSENCE,MG,ZS MCE ESSENCE,False,True,True
MG,MG ZS MCE ESSENCE,MG,ZS MCE ESSENCE,False,True,True
MG,MG ZS MCE ESSENCE,MG,ZS MCE ESSENCE,False,True,True
MG,MG ZS MCE ESSENCE,MG,ZS MCE ESSENCE,False,True,True
MG,MG ZS MCE ESSENCE,MG,ZS MCE ESSENCE,False,True,True
MG,MG ZS MCE ESSENCE,MG,ZS MCE ESSENCE,False,True,True
MG,MG ZS MCE ESSENCE,MG,ZS MCE ESSENCE,False,True,True
MG,MG ZS MCE ESSENCE,MG,ZS MCE ESSENCE,False,True,True
MG,MG ZS MCE ESSENCE,MG,ZS MCE ESSENCE,False,True,True
MG,MG ZS MCE ESSENCE,MG,ZS MCE ESSENCE,False,True,True
MG,MG ZS MCE ESSENCE,MG,ZS MCE ESSENCE,False,True,True
MG,MG ZS MCE ESSENCE,MG,ZS MCE ESSENCE,False,True,True
MG,MG ZS MCE LUX,MG,ZS MCE LUX,False,True,True
MG,MG ZS MCE LUX,MG,ZS MCE LUX,False,True,True
MG,MG ZS MCE LUX,MG,ZS MCE LUX,False,True,True
MG,MG ZS MCE LUX,MG,ZS MCE LUX,False,True,True
MG,MG ZS MCE LUX,MG,ZS MCE LUX,False,True,True
MG,MG ZS MCE LUX,MG,ZS MCE LUX,False,True,True
MG,MG ZS MCE LUX,MG,ZS MCE LUX,False,True,True
MG,MG ZS MCE LUX,MG,ZS MCE LUX,False,True,True
MG,MG ZS MCE LUX,MG,ZS MCE LUX,False,True,True
MG,MG ZS MCE LUX,MG,ZS MCE LUX,False,True,True
MG,MG ZS MCE LUX,MG,ZS MCE LUX,False,True,True
MG,MG ZS MCE LUX,MG,ZS MCE LUX,False,True,True
MG,MG ZS MCE LUX,MG,ZS MCE LUX,False,True,True
MG,MG ZS MCE LUX,MG,ZS MCE LUX,False,True,True
MG,MG ZS MCE LUX,MG,ZS MCE LUX,False,True,True
MG,MG ZS MCE LUX,MG,ZS MCE LUX,False,True,True
MG,MG ZS MCE LUX,MG,ZS MCE LUX,False,True,True
MG,MG ZS MCE LUX,MG,ZS MCE LUX,False,True,True
MG,MG ZS MCE LUX,MG,ZS MCE LUX,False,True,True
MG,MG ZS MCE LUX,MG,ZS MCE LUX,False,True,True
MG,MG ZS MCE LUX,MG,ZS MCE LUX,False,True,True
MG,MG ZS MCE LUX,MG,ZS MCE LUX,False,True,True
MG,MG ZS MCE LUX,MG,ZS MCE LUX,False,True,True
MG,MG ZS MCE LUX,MG,ZS MCE LUX,False,True,True
MG,MG ZS MCE LUX,MG,ZS MCE LUX,False,True,True
